venta_id,fecha,ciudad,sucursal,categoria,producto,proveedor,vendedor,cantidad,precio_unitario,descuento_pct,precio_final,total_venta,metodo_pago,devolucion,costo_unitario,margen_pct
V00774,2024-10-18,Rosarito,Rosarito-Principal,Alimentos,Snacks,Abastos del Pacífico,Vendedor_02,15,5167.15,0,5167.15,77507.25,Vale Despensa,No cumplió expectativas,3511.12,16.6
V00775,2024-10-08,San Quintín,San Quintín-Central,Electrónica,Cámaras,Surtimax,Vendedor_13,10,806.2,20,644.96,6449.6,Efectivo,No,474.94,27.5
V00776,2024-05-04,Rosarito,Rosarito-Principal,Hogar,Utensilios,Distribuidora BC,Vendedor_01,16,5586.83,25,4190.12,67041.92,Tarjeta Débito,No,2580.88,15.4
V00777,2025-01-12,Tijuana,Tijuana-Playas,Farmacia,Anteojos,Proveedor Norte SA,Vendedor_30,7,1849.41,0,1849.41,12945.87,Efectivo,No,952.3,46.4
V00778,2024-06-23,Tijuana,Tijuana-Garita,Alimentos,Bebidas,Comercial Baja,Vendedor_04,9,2146.63,20,1717.3,15455.7,Tarjeta Débito,No cumplió expectativas,1137.36,20.9
V00779,2025-05-04,Rosarito,Rosarito-Principal,Farmacia,Termómetros,Logística Frontera,Vendedor_11,19,5362.47,5,5094.35,96792.65,Transferencia,No,2715.86,25.6
V00780,2024-03-17,Ensenada,Ensenada-Centro,Alimentos,Carnes Frías,Proveedor Norte SA,Vendedor_07,3,5292.87,5,5028.23,15084.69,Efectivo,No,3269.01,33.7
V00781,2025-04-09,Tecate,Tecate-Centro,Hogar,Lámparas,Distribuidora BC,Vendedor_30,10,2756.58,15,2343.09,23430.9,Tarjeta Débito,No cumplió expectativas,1391.24,29.5
V00782,2024-11-10,Tecate,Tecate-Centro,Hogar,Cojines,Distribuidora BC,Vendedor_05,6,595.68,20,476.54,2859.24,Transferencia,No,398.54,44.8
V00783,2025-04-08,Mexicali,Mexicali-Centro,Hogar,Cobijas,Logística Frontera,Vendedor_04,17,2170.72,25,1628.04,27676.68,Vale Despensa,No,1022.45,32.3
V00784,2024-10-06,Mexicali,Mexicali-Baja,Ferretería,Selladores,Distribuidora BC,Vendedor_02,15,4088.02,0,4088.02,61320.3,Transferencia,No,2587.72,31.9
V00785,2025-03-19,Ensenada,Ensenada-Centro,Hogar,Cobijas,Proveedor Norte SA,Vendedor_21,17,4772.69,25,3579.52,60851.84,Tarjeta Débito,Talla incorrecta,3291.93,23.8
V00786,2024-08-19,Tijuana,Tijuana-Garita,Ferretería,Electricidad,Abastos del Pacífico,Vendedor_13,9,1948.2,0,1948.2,17533.8,Transferencia,No,926.03,44.4
V00787,2024-10-21,San Quintín,San Quintín-Central,Hogar,Cojines,Logística Frontera,Vendedor_24,12,1409.68,5,1339.2,16070.4,Efectivo,No,667.57,35.1
V00788,2024-11-18,San Quintín,San Quintín-Central,Farmacia,Primeros Auxilios,Mayoreo TJ,Vendedor_06,6,6827.88,5,6486.49,38918.94,Tarjeta Crédito,Talla incorrecta,4608.6,20.7
V00789,2024-06-23,Tijuana,Tijuana-La Mesa,Hogar,Decoración,Surtimax,Vendedor_16,3,215.57,10,194.01,582.03,Vale Despensa,Defecto de fábrica,97.06,49.9
V00790,2025-05-30,Tecate,Tecate-Centro,Electrónica,Televisores,Mayoreo TJ,Vendedor_25,8,4559.77,10,4103.79,32830.32,Efectivo,No cumplió expectativas,2165.88,47.2
V00791,2024-09-16,Ensenada,Ensenada-Maneadero,Hogar,Decoración,Comercial Baja,Vendedor_01,16,7918.86,10,7126.97,114031.52,Tarjeta Crédito,No,4159.65,28.3
V00792,2025-02-24,Rosarito,Rosarito-Principal,Electrónica,Audífonos,Mayoreo TJ,Vendedor_12,5,5501.98,0,5501.98,27509.9,Transferencia,Duplicado,2518.4,38.1
V00793,2024-04-20,San Quintín,San Quintín-Central,Alimentos,Carnes Frías,Comercial Baja,Vendedor_29,13,5967.7,5,5669.31,73701.03,Vale Despensa,Cambio de opinión,2946.48,51.4
V00794,2024-07-14,Ensenada,Ensenada-Maneadero,Hogar,Almohadas,Surtimax,Vendedor_27,10,7564.87,10,6808.38,68083.8,Vale Despensa,Defecto de fábrica,3636.74,46.8
V00795,2025-04-22,Rosarito,Rosarito-Principal,Alimentos,Bebidas,Logística Frontera,Vendedor_20,5,7757.29,25,5817.97,29089.85,Vale Despensa,No cumplió expectativas,4779.11,27.1
V00796,2024-05-06,Ensenada,Ensenada-Centro,Alimentos,Snacks,Comercial Baja,Vendedor_10,10,3658.17,5,3475.26,34752.6,Efectivo,Defecto de fábrica,2039.73,41.4
V00797,2024-06-07,Tijuana,Tijuana-Garita,Alimentos,Lácteos,Logística Frontera,Vendedor_05,17,2834.23,10,2550.81,43363.77,Tarjeta Débito,Talla incorrecta,1581.54,51.7
V00798,2025-03-08,Ensenada,Ensenada-Centro,Electrónica,Cámaras,Distribuidora BC,Vendedor_29,13,7466.83,5,7093.49,92215.37,Tarjeta Crédito,No,5077.81,38.9
V00799,2024-09-13,Mexicali,Mexicali-Nueva,Hogar,Decoración,Abastos del Pacífico,Vendedor_18,7,6444.82,0,6444.82,45113.74,Tarjeta Débito,No cumplió expectativas,3385.24,18.4
V00800,2024-05-21,Rosarito,Rosarito-Principal,Ferretería,Tornillería,Comercial Baja,Vendedor_23,4,3038.93,20,2431.14,9724.56,Tarjeta Crédito,No,1750.28,42.4
V00801,2024-01-29,Ensenada,Ensenada-Maneadero,Alimentos,Cereales,Proveedor Norte SA,Vendedor_25,15,3759.09,20,3007.27,45109.05,Transferencia,No,1774.69,20.6
V00802,2025-02-06,Ensenada,Ensenada-Centro,Ferretería,Adhesivos,Abastos del Pacífico,Vendedor_22,2,1061.84,10,955.66,1911.32,Efectivo,No cumplió expectativas,600.68,45.5
V00803,2024-04-09,Rosarito,Rosarito-Principal,Electrónica,Laptops,Comercial Baja,Vendedor_23,11,484.81,0,484.81,5332.91,Tarjeta Crédito,Cambio de opinión,322.92,19.9
V00804,2024-08-16,Rosarito,Rosarito-Principal,Farmacia,Cuidado Personal,Logística Frontera,Vendedor_21,5,4154.3,25,3115.73,15578.65,Tarjeta Crédito,No cumplió expectativas,2616.32,52.5
V00805,2024-04-09,Tecate,Tecate-Centro,Electrónica,Laptops,Importaciones Mex,Vendedor_04,17,50.28,0,50.28,854.76,Transferencia,Duplicado,22.94,35.2
V00806,2024-09-23,Tecate,Tecate-Centro,Electrónica,Audífonos,Comercial Baja,Vendedor_28,8,3266.23,0,3266.23,26129.84,Vale Despensa,No,1570.4,20.8
V00807,2025-05-06,Tijuana,Tijuana-Otay,Ropa,Zapatos,Logística Frontera,Vendedor_22,16,1407.67,5,1337.29,21396.64,Efectivo,Cambio de opinión,970.97,34.7
V00808,2025-03-02,San Quintín,San Quintín-Central,Hogar,Almohadas,Mayoreo TJ,Vendedor_01,15,5596.34,0,5596.34,83945.1,Tarjeta Crédito,No,3157.85,37.6
V00809,2024-12-29,Tijuana,Tijuana-Zona Río,Alimentos,Snacks,Comercial Baja,Vendedor_29,2,5178.62,25,3883.97,7767.94,Transferencia,No cumplió expectativas,2688.87,54.3
V00810,2024-12-26,Ensenada,Ensenada-Centro,Alimentos,Cereales,Surtimax,Vendedor_15,5,4128.71,0,4128.71,20643.55,Tarjeta Débito,No,2145.22,45.5
V00811,2024-07-03,Ensenada,Ensenada-Maneadero,Electrónica,Cámaras,Logística Frontera,Vendedor_05,20,3043.36,25,2282.52,45650.4,Tarjeta Crédito,No,1817.53,38.2
V00812,2024-04-08,Rosarito,Rosarito-Principal,Electrónica,Televisores,Comercial Baja,Vendedor_30,8,284.7,0,284.7,2277.6,Transferencia,Talla incorrecta,151.15,24.3
V00813,2024-03-06,San Quintín,San Quintín-Central,Electrónica,Celulares,Logística Frontera,Vendedor_04,14,5838.9,20,4671.12,65395.68,Efectivo,Defecto de fábrica,3863.6,17.9
V00814,2024-05-16,Ensenada,Ensenada-Centro,Ropa,Ropa Interior,Importaciones Mex,Vendedor_07,13,905.91,25,679.43,8832.59,Tarjeta Crédito,No,518.88,42.2
V00815,2024-01-25,Mexicali,Mexicali-Centro,Farmacia,Higiene,Importaciones Mex,Vendedor_02,3,3500.8,5,3325.76,9977.28,Tarjeta Débito,Talla incorrecta,2357.17,29.4
V00816,2024-07-31,Tecate,Tecate-Centro,Alimentos,Lácteos,Comercial Baja,Vendedor_17,7,5474.77,25,4106.08,28742.56,Tarjeta Crédito,No,2951.57,51.0
V00817,2024-03-21,Mexicali,Mexicali-Centro,Hogar,Almohadas,Logística Frontera,Vendedor_04,19,5022.49,0,5022.49,95427.31,Efectivo,No cumplió expectativas,2886.31,17.1
V00818,2025-02-03,Rosarito,Rosarito-Principal,Electrónica,Tabletas,Distribuidora BC,Vendedor_28,9,6579.56,10,5921.6,53294.4,Tarjeta Débito,No,4553.24,18.0
V00819,2024-04-23,Rosarito,Rosarito-Principal,Ferretería,Electricidad,Comercial Baja,Vendedor_30,18,3223.8,0,3223.8,58028.4,Tarjeta Crédito,No,1977.18,16.3
V00820,2024-07-28,Tecate,Tecate-Centro,Ropa,Ropa Interior,Surtimax,Vendedor_30,5,7109.82,0,7109.82,35549.1,Efectivo,No,3618.22,17.9
V00821,2025-05-05,Rosarito,Rosarito-Principal,Alimentos,Bebidas,Logística Frontera,Vendedor_24,18,7601.77,0,7601.77,136831.86,Efectivo,No cumplió expectativas,3618.56,34.9
V00822,2024-02-26,Mexicali,Mexicali-Nueva,Alimentos,Cereales,Importaciones Mex,Vendedor_18,1,3846.86,5,3654.52,3654.52,Vale Despensa,Defecto de fábrica,2558.45,42.3
V00823,2025-03-16,San Quintín,San Quintín-Central,Ferretería,Brochas,Mayoreo TJ,Vendedor_04,5,464.52,20,371.62,1858.1,Transferencia,No,222.74,39.6
V00824,2024-08-25,Ensenada,Ensenada-Maneadero,Ropa,Ropa Interior,Proveedor Norte SA,Vendedor_08,8,3520.37,0,3520.37,28162.96,Transferencia,Talla incorrecta,2242.01,50.5
V00825,2024-05-09,Rosarito,Rosarito-Principal,Electrónica,Tabletas,Mayoreo TJ,Vendedor_10,2,6510.34,0,6510.34,13020.68,Efectivo,No,3440.92,39.1
V00826,2024-03-19,Mexicali,Mexicali-Baja,Ropa,Calcetines,Importaciones Mex,Vendedor_16,3,3855.68,0,3855.68,11567.04,Tarjeta Crédito,Cambio de opinión,2600.31,49.4
V00827,2024-09-30,Tecate,Tecate-Centro,Alimentos,Panadería,Distribuidora BC,Vendedor_02,17,6958.32,5,6610.4,112376.8,Tarjeta Crédito,No,4697.61,43.2
V00828,2024-08-24,Rosarito,Rosarito-Principal,Alimentos,Bebidas,Importaciones Mex,Vendedor_04,17,1668.26,0,1668.26,28360.42,Tarjeta Crédito,Cambio de opinión,1053.05,46.5
V00829,2024-01-22,Tijuana,Tijuana-Otay,Farmacia,Termómetros,Proveedor Norte SA,Vendedor_09,4,5216.77,25,3912.58,15650.32,Tarjeta Crédito,No,3114.72,27.0
V00830,2025-03-30,Tijuana,Tijuana-Garita,Alimentos,Cereales,Importaciones Mex,Vendedor_07,13,3988.09,20,3190.47,41476.11,Transferencia,Defecto de fábrica,1978.52,32.2
V00831,2024-08-09,Tijuana,Tijuana-Playas,Electrónica,Cargadores,Surtimax,Vendedor_24,9,7500.93,15,6375.79,57382.11,Vale Despensa,Defecto de fábrica,4189.41,32.1
V00832,2025-04-19,San Quintín,San Quintín-Central,Electrónica,Cables,Logística Frontera,Vendedor_06,18,7622.17,10,6859.95,123479.1,Transferencia,No,4320.5,54.7
V00833,2024-09-12,Mexicali,Mexicali-Centro,Electrónica,Audífonos,Logística Frontera,Vendedor_11,3,6406.73,10,5766.06,17298.18,Vale Despensa,No,3515.05,39.6
V00834,2024-11-10,Ensenada,Ensenada-Maneadero,Farmacia,Primeros Auxilios,Surtimax,Vendedor_27,4,6270.29,0,6270.29,25081.16,Tarjeta Crédito,No,4150.29,32.8
V00835,2024-08-11,Tijuana,Tijuana-La Mesa,Electrónica,Cámaras,Proveedor Norte SA,Vendedor_19,16,344.18,15,292.55,4680.8,Efectivo,No,178.67,39.4
V00836,2025-05-21,Ensenada,Ensenada-Centro,Hogar,Cobijas,Importaciones Mex,Vendedor_21,9,2101.16,10,1891.04,17019.36,Tarjeta Débito,No cumplió expectativas,1022.69,39.7
V00837,2024-11-20,Tijuana,Tijuana-Otay,Electrónica,Televisores,Importaciones Mex,Vendedor_02,19,1514.83,25,1136.12,21586.28,Tarjeta Crédito,Defecto de fábrica,1051.02,15.6
V00838,2025-03-30,Ensenada,Ensenada-Centro,Ferretería,Plomería,Distribuidora BC,Vendedor_08,17,2830.35,0,2830.35,48115.95,Tarjeta Débito,Talla incorrecta,1504.18,29.9
V00839,2024-11-30,San Quintín,San Quintín-Central,Electrónica,Cables,Surtimax,Vendedor_11,1,7013.03,0,7013.03,7013.03,Transferencia,No,4729.22,30.0
V00840,2024-01-27,Ensenada,Ensenada-Centro,Ropa,Ropa Interior,Importaciones Mex,Vendedor_26,19,404.65,0,404.65,7688.35,Tarjeta Crédito,Talla incorrecta,233.77,46.2
V00841,2025-01-25,Rosarito,Rosarito-Principal,Ropa,Calcetines,Distribuidora BC,Vendedor_30,5,6654.28,0,6654.28,33271.4,Tarjeta Débito,Talla incorrecta,3935.01,54.9
V00842,2025-04-28,San Quintín,San Quintín-Central,Ferretería,Pinturas,Comercial Baja,Vendedor_11,20,6788.38,0,6788.38,135767.6,Tarjeta Crédito,No,3385.74,38.0
V00843,2024-09-03,Mexicali,Mexicali-Baja,Ropa,Ropa Interior,Abastos del Pacífico,Vendedor_12,4,1885.58,15,1602.74,6410.96,Efectivo,No,1014.43,35.2
V00844,2024-05-08,Ensenada,Ensenada-Maneadero,Ferretería,Plomería,Importaciones Mex,Vendedor_25,8,3619.3,20,2895.44,23163.52,Transferencia,No,2238.63,41.6
V00845,2025-03-07,Rosarito,Rosarito-Principal,Alimentos,Conservas,Mayoreo TJ,Vendedor_19,14,2545.06,0,2545.06,35630.84,Transferencia,No,1547.8,45.9
V00846,2025-04-26,Mexicali,Mexicali-Baja,Electrónica,Celulares,Mayoreo TJ,Vendedor_28,18,1010.27,10,909.24,16366.32,Efectivo,Talla incorrecta,665.23,16.0
V00847,2025-02-15,Mexicali,Mexicali-Centro,Ropa,Calcetines,Importaciones Mex,Vendedor_23,5,7238.87,15,6153.04,30765.2,Tarjeta Crédito,No,3472.9,50.9
V00848,2025-02-22,Ensenada,Ensenada-Centro,Farmacia,Medicamentos,Abastos del Pacífico,Vendedor_10,15,636.33,15,540.88,8113.2,Transferencia,No,397.72,44.3
V00849,2025-01-23,San Quintín,San Quintín-Central,Ropa,Camisas,Comercial Baja,Vendedor_06,15,4768.75,15,4053.44,60801.6,Vale Despensa,No,3007.33,26.2
V00850,2024-11-26,Tijuana,Tijuana-Otay,Alimentos,Condimentos,Surtimax,Vendedor_25,10,2761.88,20,2209.5,22095.0,Tarjeta Débito,No,1901.22,16.7
V00851,2024-12-21,San Quintín,San Quintín-Central,Hogar,Utensilios,Mayoreo TJ,Vendedor_04,4,4622.35,15,3929.0,15716.0,Tarjeta Crédito,Cambio de opinión,2396.51,32.6
V00852,2024-04-08,Mexicali,Mexicali-Baja,Alimentos,Bebidas,Mayoreo TJ,Vendedor_01,5,7399.9,10,6659.91,33299.55,Vale Despensa,Duplicado,4999.63,53.4
V00853,2024-07-27,Rosarito,Rosarito-Principal,Electrónica,Cámaras,Abastos del Pacífico,Vendedor_24,12,6668.41,0,6668.41,80020.92,Transferencia,Cambio de opinión,3869.17,48.2
V00854,2024-09-26,Ensenada,Ensenada-Centro,Farmacia,Vitaminas,Mayoreo TJ,Vendedor_09,16,3583.02,20,2866.42,45862.72,Efectivo,Talla incorrecta,2479.84,47.1
V00855,2025-04-09,San Quintín,San Quintín-Central,Farmacia,Vitaminas,Distribuidora BC,Vendedor_23,9,2650.57,15,2252.98,20276.82,Tarjeta Crédito,No,1784.01,16.5
V00856,2024-09-08,Tijuana,Tijuana-Zona Río,Alimentos,Carnes Frías,Abastos del Pacífico,Vendedor_28,1,6739.38,0,6739.38,6739.38,Tarjeta Débito,No cumplió expectativas,4167.21,25.6
V00857,2024-08-07,Mexicali,Mexicali-Baja,Ropa,Gorras,Abastos del Pacífico,Vendedor_03,3,2296.67,5,2181.84,6545.52,Transferencia,Defecto de fábrica,1353.74,23.3
V00858,2025-05-10,Mexicali,Mexicali-Centro,Hogar,Utensilios,Mayoreo TJ,Vendedor_29,12,4926.36,5,4680.04,56160.48,Tarjeta Crédito,No,3252.25,50.0
V00859,2024-04-08,San Quintín,San Quintín-Central,Hogar,Almohadas,Distribuidora BC,Vendedor_29,10,4802.84,25,3602.13,36021.3,Tarjeta Crédito,Duplicado,2665.09,32.9
V00860,2024-12-21,Mexicali,Mexicali-Nueva,Hogar,Lámparas,Mayoreo TJ,Vendedor_25,4,1450.75,15,1233.14,4932.56,Transferencia,No,957.54,49.6
V00861,2024-08-08,Rosarito,Rosarito-Principal,Farmacia,Cuidado Personal,Proveedor Norte SA,Vendedor_18,17,280.25,10,252.22,4287.74,Tarjeta Crédito,No,144.44,27.7
V00862,2025-05-12,Tecate,Tecate-Centro,Hogar,Almohadas,Surtimax,Vendedor_21,9,2122.56,0,2122.56,19103.04,Efectivo,Duplicado,1118.86,31.4
V00863,2024-12-03,Rosarito,Rosarito-Principal,Ferretería,Plomería,Proveedor Norte SA,Vendedor_24,20,6247.44,0,6247.44,124948.8,Efectivo,No cumplió expectativas,4064.6,18.6
V00864,2024-07-22,San Quintín,San Quintín-Central,Alimentos,Bebidas,Abastos del Pacífico,Vendedor_28,12,5256.71,5,4993.87,59926.44,Tarjeta Débito,No cumplió expectativas,2746.88,21.5
V00865,2024-02-06,Ensenada,Ensenada-Maneadero,Hogar,Cojines,Distribuidora BC,Vendedor_17,1,4445.96,5,4223.66,4223.66,Transferencia,Defecto de fábrica,2880.25,16.7
V00866,2024-10-05,Ensenada,Ensenada-Maneadero,Electrónica,Tabletas,Abastos del Pacífico,Vendedor_21,2,5070.87,5,4817.33,9634.66,Transferencia,Talla incorrecta,2448.21,44.6
V00867,2024-01-16,Ensenada,Ensenada-Centro,Electrónica,Laptops,Mayoreo TJ,Vendedor_04,1,4060.85,20,3248.68,3248.68,Vale Despensa,No,2632.06,22.8
V00868,2024-10-07,Rosarito,Rosarito-Principal,Alimentos,Cereales,Importaciones Mex,Vendedor_04,10,4123.23,0,4123.23,41232.3,Tarjeta Crédito,No,2854.58,38.0
V00869,2024-10-12,Tecate,Tecate-Centro,Hogar,Lámparas,Logística Frontera,Vendedor_30,18,1816.91,20,1453.53,26163.54,Vale Despensa,No,1047.72,30.3
V00870,2024-08-25,Tecate,Tecate-Centro,Alimentos,Bebidas,Surtimax,Vendedor_16,13,3645.55,0,3645.55,47392.15,Vale Despensa,No,1739.79,27.4
V00871,2024-09-12,Mexicali,Mexicali-Nueva,Electrónica,Laptops,Mayoreo TJ,Vendedor_13,16,4509.04,5,4283.59,68537.44,Vale Despensa,Talla incorrecta,2973.79,35.9
V00872,2024-06-03,Rosarito,Rosarito-Principal,Electrónica,Cámaras,Surtimax,Vendedor_23,11,2053.59,10,1848.23,20330.53,Vale Despensa,Defecto de fábrica,1231.5,49.9
V00873,2024-11-25,Ensenada,Ensenada-Centro,Ferretería,Brochas,Comercial Baja,Vendedor_17,8,4387.43,15,3729.32,29834.56,Vale Despensa,No,2916.16,54.7
V00874,2024-05-04,Tijuana,Tijuana-Garita,Hogar,Lámparas,Importaciones Mex,Vendedor_15,6,3036.7,0,3036.7,18220.2,Efectivo,No cumplió expectativas,1396.17,32.0
V00875,2024-01-10,Mexicali,Mexicali-Nueva,Ferretería,Brochas,Distribuidora BC,Vendedor_14,13,1161.93,20,929.54,12084.02,Tarjeta Crédito,Cambio de opinión,732.0,50.2
V00876,2024-10-24,Ensenada,Ensenada-Maneadero,Ferretería,Adhesivos,Importaciones Mex,Vendedor_26,5,4532.29,0,4532.29,22661.45,Vale Despensa,No,3118.21,29.9
V00877,2024-06-17,Rosarito,Rosarito-Principal,Hogar,Cortinas,Comercial Baja,Vendedor_01,5,1724.41,15,1465.75,7328.75,Tarjeta Crédito,No,955.45,21.0
V00878,2025-04-14,Tijuana,Tijuana-Garita,Alimentos,Carnes Frías,Distribuidora BC,Vendedor_02,18,1634.18,0,1634.18,29415.24,Vale Despensa,No,926.86,21.3
V00879,2025-03-12,Ensenada,Ensenada-Centro,Alimentos,Snacks,Logística Frontera,Vendedor_12,10,7426.64,10,6683.98,66839.8,Vale Despensa,No,4766.03,52.4
V00880,2024-07-01,Rosarito,Rosarito-Principal,Electrónica,Celulares,Distribuidora BC,Vendedor_05,9,868.66,5,825.23,7427.07,Vale Despensa,Cambio de opinión,518.44,45.6
V00881,2024-08-09,Ensenada,Ensenada-Maneadero,Farmacia,Termómetros,Mayoreo TJ,Vendedor_05,8,1713.99,0,1713.99,13711.92,Tarjeta Débito,Talla incorrecta,975.03,15.0
V00882,2024-11-05,Tijuana,Tijuana-Garita,Ropa,Gorras,Distribuidora BC,Vendedor_08,11,3431.98,25,2573.99,28313.89,Vale Despensa,No,1881.79,46.0
V00883,2024-03-21,San Quintín,San Quintín-Central,Alimentos,Panadería,Importaciones Mex,Vendedor_06,17,6717.26,15,5709.67,97064.39,Tarjeta Crédito,No,4217.34,48.6
V00884,2024-07-01,Rosarito,Rosarito-Principal,Hogar,Utensilios,Surtimax,Vendedor_28,12,5498.67,20,4398.94,52787.28,Transferencia,Defecto de fábrica,3533.92,28.8
V00885,2024-07-19,Tecate,Tecate-Centro,Ferretería,Plomería,Surtimax,Vendedor_17,1,3090.54,0,3090.54,3090.54,Tarjeta Débito,No,1395.08,27.4
V00886,2025-05-05,Tijuana,Tijuana-Playas,Alimentos,Snacks,Proveedor Norte SA,Vendedor_23,9,4873.86,0,4873.86,43864.74,Tarjeta Crédito,No,2527.31,17.3
V00887,2024-06-26,Rosarito,Rosarito-Principal,Farmacia,Termómetros,Distribuidora BC,Vendedor_02,16,7977.99,25,5983.49,95735.84,Tarjeta Crédito,No,3647.61,50.8
V00888,2025-03-05,Mexicali,Mexicali-Nueva,Farmacia,Higiene,Proveedor Norte SA,Vendedor_15,3,6973.76,0,6973.76,20921.28,Efectivo,Talla incorrecta,3686.04,49.3
V00889,2025-01-10,Ensenada,Ensenada-Centro,Farmacia,Medicamentos,Proveedor Norte SA,Vendedor_22,6,2694.69,15,2290.49,13742.94,Transferencia,No,1493.11,41.7
V00890,2025-03-30,Tijuana,Tijuana-Garita,Ropa,Vestidos,Logística Frontera,Vendedor_20,6,5845.21,0,5845.21,35071.26,Tarjeta Débito,Defecto de fábrica,3636.77,31.4
V00891,2025-04-22,San Quintín,San Quintín-Central,Alimentos,Panadería,Distribuidora BC,Vendedor_19,11,4506.45,0,4506.45,49570.95,Transferencia,No,2127.23,51.7
V00892,2024-01-11,Mexicali,Mexicali-Nueva,Electrónica,Celulares,Surtimax,Vendedor_15,6,2574.14,0,2574.14,15444.84,Efectivo,Duplicado,1722.87,52.7
V00893,2024-07-01,Ensenada,Ensenada-Centro,Farmacia,Higiene,Mayoreo TJ,Vendedor_19,10,2518.37,20,2014.7,20147.0,Tarjeta Crédito,Cambio de opinión,1393.91,48.4
V00894,2024-04-04,Ensenada,Ensenada-Centro,Ropa,Chamarras,Surtimax,Vendedor_19,9,2111.87,25,1583.9,14255.1,Tarjeta Crédito,No,1134.53,40.7
V00895,2024-12-21,Tecate,Tecate-Centro,Electrónica,Cables,Importaciones Mex,Vendedor_11,14,1287.85,5,1223.46,17128.44,Vale Despensa,Cambio de opinión,757.13,44.7
V00896,2024-02-02,Ensenada,Ensenada-Centro,Ferretería,Plomería,Mayoreo TJ,Vendedor_16,9,2102.8,25,1577.1,14193.9,Tarjeta Débito,Talla incorrecta,1191.89,27.9
V00897,2024-01-09,Rosarito,Rosarito-Principal,Farmacia,Medicamentos,Abastos del Pacífico,Vendedor_16,12,2612.86,0,2612.86,31354.32,Tarjeta Crédito,No cumplió expectativas,1395.71,51.1
V00898,2025-03-25,Mexicali,Mexicali-Baja,Alimentos,Lácteos,Comercial Baja,Vendedor_19,1,3761.39,0,3761.39,3761.39,Vale Despensa,No,2345.7,44.2
V00899,2024-11-03,Tecate,Tecate-Centro,Alimentos,Conservas,Importaciones Mex,Vendedor_25,13,4827.49,25,3620.62,47068.06,Vale Despensa,Defecto de fábrica,2302.54,32.0
V00900,2024-07-22,Ensenada,Ensenada-Maneadero,Ferretería,Herramientas,Mayoreo TJ,Vendedor_05,10,1354.01,0,1354.01,13540.1,Tarjeta Crédito,No,876.24,17.2
V00901,2024-01-01,Tijuana,Tijuana-Playas,Ropa,Ropa Interior,Importaciones Mex,Vendedor_29,15,3696.77,0,3696.77,55451.55,Tarjeta Débito,No cumplió expectativas,1941.99,18.2
V00902,2025-01-18,Mexicali,Mexicali-Centro,Hogar,Lámparas,Comercial Baja,Vendedor_06,18,5806.87,0,5806.87,104523.66,Tarjeta Crédito,Defecto de fábrica,2758.14,37.0
V00903,2025-01-31,Tecate,Tecate-Centro,Hogar,Almohadas,Surtimax,Vendedor_25,4,6659.21,5,6326.25,25305.0,Tarjeta Débito,No cumplió expectativas,3662.37,28.1
V00904,2024-01-28,Ensenada,Ensenada-Maneadero,Ferretería,Selladores,Mayoreo TJ,Vendedor_25,16,4296.22,15,3651.79,58428.64,Tarjeta Débito,Duplicado,2329.77,28.6
V00905,2025-05-26,Tijuana,Tijuana-Zona Río,Ferretería,Selladores,Proveedor Norte SA,Vendedor_07,5,7320.96,5,6954.91,34774.55,Tarjeta Crédito,Duplicado,4091.32,28.6
V00906,2024-02-05,San Quintín,San Quintín-Central,Hogar,Cobijas,Abastos del Pacífico,Vendedor_06,16,2315.46,20,1852.37,29637.92,Tarjeta Débito,Cambio de opinión,1272.47,35.7
V00907,2024-01-13,Tijuana,Tijuana-La Mesa,Electrónica,Cargadores,Surtimax,Vendedor_05,13,5504.22,0,5504.22,71554.86,Vale Despensa,No cumplió expectativas,3174.52,42.5
V00908,2025-03-11,Tijuana,Tijuana-La Mesa,Farmacia,Anteojos,Distribuidora BC,Vendedor_20,10,3408.53,0,3408.53,34085.3,Transferencia,Cambio de opinión,1961.66,46.2
V00909,2025-01-27,San Quintín,San Quintín-Central,Ferretería,Adhesivos,Mayoreo TJ,Vendedor_01,14,937.79,0,937.79,13129.06,Tarjeta Crédito,Talla incorrecta,644.31,43.3
V00910,2024-02-10,Ensenada,Ensenada-Centro,Ferretería,Brochas,Comercial Baja,Vendedor_15,10,3507.36,25,2630.52,26305.2,Tarjeta Crédito,Talla incorrecta,1622.22,39.0
V00911,2024-09-30,Ensenada,Ensenada-Maneadero,Hogar,Decoración,Logística Frontera,Vendedor_12,18,5416.22,0,5416.22,97491.96,Transferencia,No cumplió expectativas,2461.02,28.0
V00912,2025-02-09,San Quintín,San Quintín-Central,Ferretería,Pinturas,Mayoreo TJ,Vendedor_03,18,2890.09,0,2890.09,52021.62,Vale Despensa,Duplicado,1368.87,44.1
V00913,2024-09-06,San Quintín,San Quintín-Central,Hogar,Utensilios,Comercial Baja,Vendedor_02,20,2795.82,25,2096.87,41937.4,Efectivo,No,1486.39,16.5
V00914,2025-02-14,Rosarito,Rosarito-Principal,Hogar,Lámparas,Mayoreo TJ,Vendedor_24,14,2735.29,10,2461.76,34464.64,Tarjeta Crédito,Defecto de fábrica,1724.32,44.7
V00915,2024-09-06,Tijuana,Tijuana-La Mesa,Electrónica,Tabletas,Surtimax,Vendedor_19,20,4588.62,10,4129.76,82595.2,Transferencia,Defecto de fábrica,2311.76,52.4
