inv_id,ciudad,categoria,producto,proveedor,stock_actual,stock_minimo,stock_maximo,estado_inventario,costo_unitario,precio_venta,dias_sin_movimiento,ultima_entrada,prox_reabasto
I0203,Rosarito,Ferretería,Pinturas,Abastos del Pacífico,71,28,168,Óptimo,1655.34,6478.76,21,2025-04-05,2025-06-10
I0204,San Quintín,Ferretería,Pinturas,Mayoreo TJ,132,76,456,Óptimo,3229.08,2807.9,61,2025-03-24,2025-06-19
I0205,Tijuana,Ferretería,Tornillería,Comercial Baja,100,34,204,Óptimo,4553.41,3017.15,74,2025-04-29,2025-07-04
I0206,Mexicali,Ferretería,Tornillería,Logística Frontera,464,39,234,Sobrestock,2587.52,720.38,85,2025-03-12,2025-06-27
I0207,Ensenada,Ferretería,Tornillería,Distribuidora BC,212,20,120,Sobrestock,2009.23,3523.9,65,2025-04-05,2025-07-19
I0208,Tecate,Ferretería,Tornillería,Comercial Baja,114,67,402,Óptimo,1024.5,1351.31,84,2025-03-16,2025-07-31
I0209,Rosarito,Ferretería,Tornillería,Importaciones Mex,190,54,324,Óptimo,2032.18,4821.77,56,2025-05-20,2025-06-04
I0210,San Quintín,Ferretería,Tornillería,Importaciones Mex,52,72,432,Bajo,3944.94,4940.03,69,2025-02-17,2025-05-31
I0211,Tijuana,Ferretería,Plomería,Comercial Baja,73,56,336,Óptimo,2789.28,1064.48,86,2025-03-02,2025-06-29
I0212,Mexicali,Ferretería,Plomería,Abastos del Pacífico,346,74,444,Óptimo,707.31,2232.12,18,2025-04-29,2025-06-16
I0213,Ensenada,Ferretería,Plomería,Mayoreo TJ,116,72,432,Óptimo,746.51,2458.71,2,2025-02-19,2025-07-03
I0214,Tecate,Ferretería,Plomería,Mayoreo TJ,325,37,222,Sobrestock,985.75,102.73,48,2025-05-20,2025-07-19
I0215,Rosarito,Ferretería,Plomería,Comercial Baja,401,41,246,Sobrestock,2276.41,159.75,51,2025-02-17,2025-06-19
I0216,San Quintín,Ferretería,Plomería,Comercial Baja,182,27,162,Sobrestock,1312.67,2456.24,15,2025-02-07,2025-07-09
I0217,Tijuana,Ferretería,Electricidad,Importaciones Mex,120,59,354,En Tránsito,3499.45,4562.83,31,2025-05-05,2025-06-12
I0218,Mexicali,Ferretería,Electricidad,Logística Frontera,222,58,348,Óptimo,1967.22,7578.0,1,2025-05-13,2025-06-19
I0219,Ensenada,Ferretería,Electricidad,Abastos del Pacífico,422,73,438,Sobrestock,3334.54,5866.38,60,2025-03-13,2025-07-14
I0220,Tecate,Ferretería,Electricidad,Distribuidora BC,56,60,360,Bajo,2243.67,7073.08,84,2025-05-06,2025-07-24
I0221,Rosarito,Ferretería,Electricidad,Comercial Baja,58,29,174,Óptimo,4784.88,6392.74,48,2025-04-27,2025-07-11
I0222,San Quintín,Ferretería,Electricidad,Comercial Baja,402,64,384,Sobrestock,1908.91,2458.76,54,2025-04-17,2025-06-20
I0223,Tijuana,Ferretería,Adhesivos,Surtimax,470,47,282,Sobrestock,3002.21,7138.33,5,2025-02-27,2025-06-20
I0224,Mexicali,Ferretería,Adhesivos,Logística Frontera,242,73,438,Óptimo,2070.63,7803.18,35,2025-05-06,2025-06-23
I0225,Ensenada,Ferretería,Adhesivos,Surtimax,170,65,390,Óptimo,2355.03,1991.16,37,2025-05-18,2025-07-27
I0226,Tecate,Ferretería,Adhesivos,Mayoreo TJ,342,55,330,Sobrestock,232.96,926.14,62,2025-04-29,2025-07-19
I0227,Rosarito,Ferretería,Adhesivos,Surtimax,261,35,210,Sobrestock,4631.4,6915.51,86,2025-04-11,2025-06-09
I0228,San Quintín,Ferretería,Adhesivos,Logística Frontera,120,51,306,Óptimo,889.13,6037.88,36,2025-03-29,2025-07-16
I0229,Tijuana,Ferretería,Selladores,Mayoreo TJ,116,76,456,Óptimo,360.51,3970.47,7,2025-03-19,2025-07-30
I0230,Mexicali,Ferretería,Selladores,Comercial Baja,68,44,264,Óptimo,2874.51,1591.62,5,2025-05-18,2025-06-06
I0231,Ensenada,Ferretería,Selladores,Proveedor Norte SA,74,66,396,En Tránsito,985.8,2191.64,25,2025-02-10,2025-08-01
I0232,Tecate,Ferretería,Selladores,Proveedor Norte SA,237,56,336,Óptimo,3194.61,1093.57,11,2025-05-22,2025-07-16
I0233,Rosarito,Ferretería,Selladores,Mayoreo TJ,451,32,192,Sobrestock,1253.25,4373.58,7,2025-05-24,2025-07-13
I0234,San Quintín,Ferretería,Selladores,Abastos del Pacífico,189,41,246,Óptimo,4173.77,3915.12,71,2025-02-19,2025-06-06
I0235,Tijuana,Ferretería,Brochas,Distribuidora BC,196,32,192,Sobrestock,2991.18,2968.18,35,2025-05-10,2025-06-06
I0236,Mexicali,Ferretería,Brochas,Comercial Baja,221,44,264,Sobrestock,4465.45,3088.17,90,2025-03-31,2025-06-17
I0237,Ensenada,Ferretería,Brochas,Proveedor Norte SA,325,59,354,Sobrestock,3336.23,7810.92,53,2025-03-17,2025-06-08
I0238,Tecate,Ferretería,Brochas,Mayoreo TJ,204,42,252,Óptimo,4978.65,2594.57,32,2025-04-05,2025-06-25
I0239,Rosarito,Ferretería,Brochas,Logística Frontera,247,22,132,Sobrestock,846.49,5222.99,38,2025-02-19,2025-07-16
I0240,San Quintín,Ferretería,Brochas,Comercial Baja,73,35,210,En Tránsito,2209.38,6423.61,67,2025-04-08,2025-06-07
I0241,Tijuana,Farmacia,Medicamentos,Proveedor Norte SA,392,21,126,Sobrestock,2850.43,2768.33,44,2025-02-11,2025-07-22
I0242,Mexicali,Farmacia,Medicamentos,Importaciones Mex,326,58,348,Sobrestock,4034.18,5026.43,51,2025-03-06,2025-06-26
I0243,Ensenada,Farmacia,Medicamentos,Distribuidora BC,263,75,450,En Tránsito,955.36,7106.38,38,2025-04-27,2025-06-24
I0244,Tecate,Farmacia,Medicamentos,Importaciones Mex,496,80,480,Sobrestock,2167.93,7712.35,19,2025-02-04,2025-06-26
I0245,Rosarito,Farmacia,Medicamentos,Proveedor Norte SA,252,46,276,Sobrestock,673.34,6435.5,80,2025-04-08,2025-06-04
I0246,San Quintín,Farmacia,Medicamentos,Comercial Baja,228,35,210,Sobrestock,1209.47,3201.11,68,2025-02-09,2025-06-30
I0247,Tijuana,Farmacia,Vitaminas,Comercial Baja,46,47,282,Bajo,2193.94,3623.79,77,2025-02-05,2025-07-04
I0248,Mexicali,Farmacia,Vitaminas,Abastos del Pacífico,459,44,264,Sobrestock,138.38,2732.95,75,2025-05-12,2025-06-30
I0249,Ensenada,Farmacia,Vitaminas,Logística Frontera,378,24,144,Sobrestock,2881.2,1554.02,35,2025-03-10,2025-06-08
I0250,Tecate,Farmacia,Vitaminas,Abastos del Pacífico,334,61,366,Sobrestock,454.54,4963.54,23,2025-05-16,2025-07-26
I0251,Rosarito,Farmacia,Vitaminas,Mayoreo TJ,312,64,384,En Tránsito,2100.05,1432.47,41,2025-03-19,2025-07-12
I0252,San Quintín,Farmacia,Vitaminas,Distribuidora BC,228,76,456,Óptimo,3111.25,2131.36,44,2025-04-26,2025-06-05
I0253,Tijuana,Farmacia,Higiene,Proveedor Norte SA,266,60,360,En Tránsito,2186.3,258.78,53,2025-03-05,2025-07-04
I0254,Mexicali,Farmacia,Higiene,Distribuidora BC,6,57,342,Bajo,3556.39,3082.64,10,2025-03-29,2025-06-27
I0255,Ensenada,Farmacia,Higiene,Importaciones Mex,63,35,210,Óptimo,1907.13,2374.37,22,2025-04-13,2025-06-03
I0256,Tecate,Farmacia,Higiene,Importaciones Mex,137,62,372,Óptimo,914.22,6092.13,32,2025-03-11,2025-07-04
I0257,Rosarito,Farmacia,Higiene,Distribuidora BC,417,43,258,Sobrestock,2043.99,4705.52,34,2025-03-29,2025-06-12
I0258,San Quintín,Farmacia,Higiene,Mayoreo TJ,404,41,246,Sobrestock,3188.52,3316.26,14,2025-03-17,2025-06-13
I0259,Tijuana,Farmacia,Cuidado Personal,Logística Frontera,185,46,276,Óptimo,3268.26,204.63,62,2025-05-03,2025-07-02
I0260,Mexicali,Farmacia,Cuidado Personal,Comercial Baja,292,26,156,Sobrestock,3279.51,7088.14,88,2025-02-07,2025-07-24
I0261,Ensenada,Farmacia,Cuidado Personal,Distribuidora BC,8,62,372,Bajo,721.68,3550.82,7,2025-03-26,2025-06-03
I0262,Tecate,Farmacia,Cuidado Personal,Mayoreo TJ,79,64,384,En Tránsito,4755.46,2168.41,70,2025-04-19,2025-07-26
I0263,Rosarito,Farmacia,Cuidado Personal,Comercial Baja,34,39,234,Bajo,285.58,3313.34,44,2025-04-22,2025-07-20
I0264,San Quintín,Farmacia,Cuidado Personal,Proveedor Norte SA,417,41,246,Sobrestock,4899.19,6457.87,86,2025-04-29,2025-06-02
I0265,Tijuana,Farmacia,Primeros Auxilios,Comercial Baja,93,73,438,Óptimo,3113.95,7350.9,88,2025-03-29,2025-07-08
I0266,Mexicali,Farmacia,Primeros Auxilios,Comercial Baja,407,61,366,Sobrestock,64.8,2523.63,71,2025-03-28,2025-06-03
I0267,Ensenada,Farmacia,Primeros Auxilios,Surtimax,42,45,270,Bajo,2009.84,1185.16,55,2025-03-28,2025-06-17
I0268,Tecate,Farmacia,Primeros Auxilios,Surtimax,170,46,276,En Tránsito,349.32,6777.15,8,2025-03-30,2025-06-17
I0269,Rosarito,Farmacia,Primeros Auxilios,Proveedor Norte SA,256,66,396,En Tránsito,899.86,7262.63,35,2025-02-26,2025-06-19
I0270,San Quintín,Farmacia,Primeros Auxilios,Logística Frontera,416,53,318,Sobrestock,2510.7,3113.16,62,2025-04-11,2025-07-14
I0271,Tijuana,Farmacia,Bebés,Importaciones Mex,453,27,162,Sobrestock,2128.54,4248.82,77,2025-03-11,2025-06-02
I0272,Mexicali,Farmacia,Bebés,Logística Frontera,328,37,222,Sobrestock,3677.06,1901.77,43,2025-05-02,2025-06-04
I0273,Ensenada,Farmacia,Bebés,Mayoreo TJ,419,22,132,Sobrestock,4664.19,3634.41,17,2025-04-23,2025-06-11
I0274,Tecate,Farmacia,Bebés,Logística Frontera,228,26,156,Sobrestock,648.18,1123.5,23,2025-04-23,2025-06-05
I0275,Rosarito,Farmacia,Bebés,Logística Frontera,500,42,252,Sobrestock,365.42,7985.22,50,2025-04-26,2025-06-21
I0276,San Quintín,Farmacia,Bebés,Importaciones Mex,192,60,360,En Tránsito,481.34,1819.48,88,2025-03-14,2025-07-02
I0277,Tijuana,Farmacia,Anteojos,Comercial Baja,217,21,126,Sobrestock,2575.31,5773.66,20,2025-04-24,2025-07-13
I0278,Mexicali,Farmacia,Anteojos,Mayoreo TJ,483,77,462,Sobrestock,569.12,4740.95,30,2025-04-14,2025-07-13
I0279,Ensenada,Farmacia,Anteojos,Importaciones Mex,83,28,168,Óptimo,634.5,580.16,23,2025-05-23,2025-06-28
I0280,Tecate,Farmacia,Anteojos,Logística Frontera,40,25,150,Óptimo,2431.17,7139.67,88,2025-04-02,2025-06-01
I0281,Rosarito,Farmacia,Anteojos,Importaciones Mex,131,75,450,En Tránsito,418.46,6903.84,22,2025-02-06,2025-07-18
I0282,San Quintín,Farmacia,Anteojos,Surtimax,338,22,132,Sobrestock,4133.57,4685.41,39,2025-03-07,2025-06-21
I0283,Tijuana,Farmacia,Termómetros,Logística Frontera,463,52,312,Sobrestock,1753.89,5176.23,16,2025-05-21,2025-06-26
I0284,Mexicali,Farmacia,Termómetros,Logística Frontera,274,49,294,Sobrestock,1033.29,86.64,37,2025-04-18,2025-06-10
I0285,Ensenada,Farmacia,Termómetros,Abastos del Pacífico,134,53,318,Óptimo,4170.78,1478.01,27,2025-02-04,2025-05-31
I0286,Tecate,Farmacia,Termómetros,Proveedor Norte SA,299,30,180,Sobrestock,4170.72,864.88,71,2025-05-27,2025-08-01
I0287,Rosarito,Farmacia,Termómetros,Abastos del Pacífico,31,76,456,Bajo,3195.99,4812.1,80,2025-04-14,2025-06-25
I0288,San Quintín,Farmacia,Termómetros,Mayoreo TJ,75,68,408,En Tránsito,4074.43,503.9,14,2025-03-24,2025-06-22
